m1 m2 chi_1 chi_2 distance inclination ra dec psi phi_c tc
7.078686543060767633e+01 6.230966345463534140e+01 5.877216388895659671e-01 3.553992658786616632e-01 2.567390540821925242e+02 1.592580628786598895e+00 4.522035428362390697e+00 -9.687380574311987846e-01 2.005367720061801862e+00 1.155099619334464922e+00 3.983032081996246809e+00
7.003371611466224067e+01 6.299798118593794527e+01 7.315594932246324289e-01 2.447373957629633556e-01 2.622701640028457746e+02 1.616739726925577658e+00 4.415105765447480124e+00 -9.464447636615509474e-01 2.089113410374483504e+00 1.258170473832272984e+00 3.982520777295006642e+00
7.005436230903356432e+01 6.247467644670863507e+01 7.057098833551997963e-01 2.944855976001455322e-01 2.958410905122442500e+02 1.622663329871165239e+00 4.881613922001104555e+00 -9.710116236707436732e-01 1.672033639570283059e+00 1.586051686164896335e+00 3.985519342425361877e+00
7.059714884304429461e+01 6.203625364437088052e+01 4.886685492412188858e-01 3.411873666703555963e-01 2.814491520248558345e+02 1.637120987038032327e+00 4.817860910132763408e+00 -9.732134261584628465e-01 1.706826067438423689e+00 1.544180513019007162e+00 3.984998292388518770e+00
7.232696231330845649e+01 6.040612620413462963e+01 6.414536365911108762e-01 2.780650056926430858e-01 2.613182433049086626e+02 1.659880869295788264e+00 4.370079000805168867e+00 -9.451827243257846511e-01 2.143469196391421416e+00 1.553743968033840295e+00 3.982310109314653790e+00
6.992859017917078290e+01 6.306465387428181657e+01 6.205149991342437943e-01 3.229507061953937330e-01 2.639142672205215945e+02 1.544396448244769848e+00 5.057528801306809818e+00 -9.609061700512345761e-01 1.545269403959162569e+00 1.213099334802801854e+00 3.987044641806483547e+00
7.182366054559778945e+01 6.129078607727279859e+01 5.382141071188429882e-01 3.868761568879001689e-01 2.466940385901407637e+02 1.665069795668771446e+00 4.529321158338387221e+00 -9.592929012081814477e-01 1.999431965799556288e+00 1.189211394803309840e+00 3.983115418388595064e+00
7.086960257735856317e+01 6.193858737915385859e+01 6.231667190263221467e-01 2.756073141511830582e-01 2.899306105185397655e+02 1.667777051017945933e+00 5.088864059146978036e+00 -9.995040485888295745e-01 1.432804136817179108e+00 1.447881807067895377e+00 3.987212106952936264e+00
6.962682039327647487e+01 6.327380107064936965e+01 5.664208702401909434e-01 3.634086502168576427e-01 2.272876952217771134e+02 1.643586426060190675e+00 4.943469418036864127e+00 -1.006809943070004820e+00 1.650547217483878226e+00 1.378116041802540881e+00 3.986104203305342430e+00
6.799087854582198531e+01 6.486388438795391664e+01 7.017121543432455200e-01 3.525984746845115536e-01 2.099551153147245088e+02 1.671990051874933103e+00 5.281370417672018647e+00 -9.964302779994634873e-01 1.325768899499764952e+00 1.426627531942083138e+00 3.989033134337679698e+00
7.086784574873408360e+01 6.203193669902159257e+01 6.811205738308485635e-01 2.675482167850118387e-01 2.899606746155761243e+02 1.648850474624654172e+00 4.776762309544301921e+00 -1.023653619249808910e+00 1.719551594806849160e+00 1.399144598049177457e+00 3.984960172609108398e+00
6.964854386137211861e+01 6.314111102966513300e+01 6.704711120310729022e-01 3.008151428517802928e-01 1.983857162325735715e+02 1.676441922399182438e+00 5.206670331657416995e+00 -1.034662452065104432e+00 1.403752243840246772e+00 1.462666138331485177e+00 3.988378675640848581e+00
7.261062832687947832e+01 6.025654387794468647e+01 5.874339759512968717e-01 2.429858100705178381e-01 2.683534309219991769e+02 1.678488681923087311e+00 4.619559311935024226e+00 -9.895859739865242588e-01 1.907192302001230688e+00 1.517755385690465086e+00 3.983756425078549768e+00
7.105872375952110076e+01 6.184880956054167456e+01 6.236204490185913718e-01 3.194652971297756161e-01 2.489688671044075932e+02 1.644379074620155423e+00 4.878682189619036436e+00 -9.645299246644795099e-01 1.727797958688214841e+00 1.396165771202383610e+00 3.985367345929738292e+00
7.083547321173487887e+01 6.206121801890783729e+01 6.033046673094591972e-01 3.165638779513143541e-01 2.170904607903601118e+02 1.666409278873931532e+00 5.569031194986682642e+00 -8.839192619790148253e-01 1.070833783028262154e+00 1.344010367516580651e+00 3.992485645899405799e+00
6.958397339776809076e+01 6.341903848223707740e+01 6.837776973600849795e-01 3.560515367251293473e-01 2.079151538500390188e+02 1.664276072340068025e+00 4.339580824000136339e+00 -9.213058555493585100e-01 2.217455797812612150e+00 1.393800438947602416e+00 3.981943446767021388e+00
7.109615034635929476e+01 6.206107080098387740e+01 7.501340763864450256e-01 2.324817690403341852e-01 2.808927633216543427e+02 1.619298362054929497e+00 4.544626954436687072e+00 -9.445973788686854444e-01 1.960512041191185162e+00 1.234751882365090037e+00 3.983029083329866271e+00
7.111473144968701376e+01 6.163401798023323153e+01 7.044430182329253221e-01 2.700121830415538327e-01 2.590466703075002215e+02 1.629445760676813570e+00 4.732094457978015534e+00 -9.912867579915398686e-01 1.809955030036759949e+00 1.493009643431803646e+00 3.984497656430407542e+00
7.017935882342550258e+01 6.260966857303623101e+01 6.500004372128452834e-01 3.838995729600357398e-01 3.013698371765571551e+02 1.671660563525198873e+00 4.743981294057200593e+00 -9.518871558582889802e-01 1.814709894077418229e+00 1.508891858209843173e+00 3.984386569559764002e+00
7.048301276221738476e+01 6.270965204628659251e+01 7.513773575406748062e-01 3.050919353970654724e-01 2.866981793629821595e+02 1.592971427351063562e+00 4.626975264298947899e+00 -9.683445861277967248e-01 1.896196644242538420e+00 1.153256698674880010e+00 3.983622279255199850e+00
6.975105563401278630e+01 6.316153278469182197e+01 4.547032494456750285e-01 4.214176459730480384e-01 2.583904537809688691e+02 1.665872176192508602e+00 4.646236073259133015e+00 -1.015444824326242834e+00 1.922005503623205325e+00 1.309391522095295635e+00 3.984095601684941368e+00
7.045402235304395333e+01 6.254615628733206734e+01 6.161305274902016960e-01 3.199114219013919902e-01 2.469106120574807051e+02 1.645886652598939515e+00 4.792387917085139115e+00 -1.016337378681676951e+00 1.757609838809592429e+00 1.305979113745596720e+00 3.985026520824480833e+00
7.041706438113456556e+01 6.272702360503545549e+01 6.969768710110584298e-01 2.562187645500338395e-01 2.280075214969991748e+02 1.588008032068080944e+00 5.320314239812158341e+00 -9.448157784404875859e-01 1.268356830014883752e+00 1.171818292538450601e+00 3.989516944920699082e+00
6.918948679992841733e+01 6.360573232555925927e+01 6.335276810996165464e-01 3.313406091321721703e-01 2.187126050315164889e+02 1.607738349417144885e+00 4.342914743555204460e+00 -9.212717019645504379e-01 2.213163575756741608e+00 1.379145000319439429e+00 3.982068650910485008e+00
6.882750846239127895e+01 6.426980746455407711e+01 7.188561870323189051e-01 2.670417764818091011e-01 2.274434610648848150e+02 1.577661032369406469e+00 4.913996419513603442e+00 -1.023103746343982268e+00 1.620744176782338064e+00 1.142462969121254002e+00 3.985984347591032595e+00
7.025797187002270050e+01 6.268299406940969476e+01 6.519887556282546459e-01 2.932444018676221287e-01 2.350438147877771087e+02 1.587342839990907084e+00 4.504127221126222658e+00 -9.473664013790157323e-01 2.055848523641671921e+00 1.307182409890012442e+00 3.982903152130504498e+00
7.021568745726372640e+01 6.256431301381218191e+01 5.221289738181514872e-01 3.316921377325708908e-01 2.468605444379988398e+02 1.601280390216808014e+00 4.701825683483250806e+00 -1.004133997541014400e+00 1.860544253345214116e+00 1.337462194946047900e+00 3.984394788848580227e+00
7.049017393560130529e+01 6.259486697402932265e+01 6.633438218622470517e-01 2.983519990216578210e-01 2.515604940882035123e+02 1.619607042458325763e+00 4.842004386706458163e+00 -1.008560436128793203e+00 1.719651627866835675e+00 1.186371905861382192e+00 3.985313206687338017e+00
7.246449337212561659e+01 6.038712356830798456e+01 5.972696367780820914e-01 2.443567193123979131e-01 2.495592608739871139e+02 1.619350189174550092e+00 4.414022582687915808e+00 -9.360685824701567848e-01 2.112408951366791410e+00 1.445634938966347205e+00 3.982397116399036818e+00
7.083149949569676096e+01 6.195129958693438965e+01 5.054960565188905131e-01 3.948842569191073348e-01 1.387531313777388675e+02 1.628925339037485376e+00 4.184063672278734991e+00 -8.573611999735472056e-01 2.421263913243199006e+00 1.520153444036893786e+00 3.981044129052575098e+00
6.879799496386142721e+01 6.435168697054392339e+01 6.266390639827010833e-01 2.890682175693165545e-01 2.872454024669351043e+02 1.534331250022338944e+00 4.604838829711552783e+00 -9.473019242440114951e-01 1.920916145791615737e+00 1.048940696201292599e+00 3.983414944514333644e+00
7.008407947449380515e+01 6.289217433781075783e+01 6.202747725456801975e-01 3.479795634518951242e-01 2.379038246831141237e+02 1.635674739647338116e+00 5.134953247673940346e+00 -9.986308298146449047e-01 1.445128886098292931e+00 1.270875402652645647e+00 3.987711173381411456e+00
7.077505557829623228e+01 6.206059865844711254e+01 5.571302711616435976e-01 2.815404721071093630e-01 2.682592771228902393e+02 1.527813118140344040e+00 4.472095425191449536e+00 -9.008085855587359969e-01 2.091850592581192103e+00 1.343632747930243676e+00 3.982370847588999840e+00
7.078766370460351709e+01 6.244936315450330255e+01 6.997195349689869781e-01 2.743665572171720690e-01 2.464666941372427971e+02 1.584867525046445680e+00 5.331354925584699700e+00 -9.613608969451649111e-01 1.233506867961400744e+00 1.080349180653691121e+00 3.989530101426233877e+00
7.129726589355499300e+01 6.162482300600145635e+01 6.049539053517587472e-01 3.695576762647467262e-01 2.035130143842592645e+02 1.632807493995386272e+00 4.601908052520077952e+00 -9.992070427180465009e-01 1.983004615558837003e+00 1.361066985904891613e+00 3.983704174773669227e+00
7.056177264692362883e+01 6.204323192100399353e+01 7.077156138276760045e-01 2.278865735918822744e-01 2.764740480153593580e+02 1.580055388613793133e+00 5.009750156675749189e+00 -1.053124876594133452e+00 1.490026322923601487e+00 1.517368658291909034e+00 3.986790384053508607e+00
6.989844949047902389e+01 6.317294666199584441e+01 6.345909606190816010e-01 3.572800966290890501e-01 2.659607084580658238e+02 1.614206230910493645e+00 5.021327040059363256e+00 -9.911830316230455518e-01 1.504726867909624399e+00 1.174836154948837974e+00 3.986676205037591902e+00
7.054724107497173691e+01 6.239468445716972411e+01 6.597662879399193159e-01 3.302936448431885164e-01 2.417709269152545914e+02 1.649159281765605334e+00 4.967867355331750723e+00 -1.013783160855184828e+00 1.594746201545556463e+00 1.307633043749433455e+00 3.986313256282511208e+00
7.330530731546697609e+01 5.952998293377210359e+01 5.817801042208016193e-01 3.220785748715371821e-01 2.199933951019085896e+02 1.678817584030741328e+00 5.374416270258615569e+00 -9.986765271878207395e-01 1.262277694707276909e+00 1.428524566550221531e+00 3.989873578781967911e+00
6.913703836587400531e+01 6.394890801393185598e+01 6.947208842987844246e-01 2.328315283153853388e-01 2.441789421606981421e+02 1.579389257158490878e+00 4.810424779845690502e+00 -1.010214225888153239e+00 1.768284120514355795e+00 1.176920933449206785e+00 3.985093340239942883e+00
7.246947935586014466e+01 6.019348824772526996e+01 5.428731905202942576e-01 3.397265027158595241e-01 2.373406633435083677e+02 1.662115980158735962e+00 5.078978270295992914e+00 -9.956749345244002569e-01 1.522373600147543193e+00 1.571813549186379166e+00 3.987284518514838894e+00
6.975921640878635799e+01 6.333812640379407100e+01 5.632125739683750965e-01 2.882847754185956513e-01 2.639288095413003816e+02 1.578944196345562823e+00 4.833738525375163242e+00 -9.953782015770830105e-01 1.701046569516667439e+00 1.129429036925067464e+00 3.985249062609518944e+00
7.138873595156751151e+01 6.142808629670616227e+01 6.078194142561663682e-01 3.044684636033447300e-01 2.777178170168269276e+02 1.652891965267227148e+00 5.046564964849993729e+00 -1.019466650254317264e+00 1.465049427463766873e+00 1.383192960591187459e+00 3.986927125516738002e+00
6.942756434151577594e+01 6.362684420697127052e+01 7.353343449563402023e-01 2.620015521148205129e-01 2.840672900351939916e+02 1.613132483130613748e+00 4.655645192581479463e+00 -9.705913288054062171e-01 1.867164712773009771e+00 1.285834486243032648e+00 3.983774591163474099e+00
7.076902520635938743e+01 6.205534174945779569e+01 5.496050413816117031e-01 3.569067574165009082e-01 2.918251638649058464e+02 1.638104026710861083e+00 4.967561285375111879e+00 -9.912742113536971988e-01 1.559184714829455753e+00 1.437601190530652939e+00 3.986180560757284219e+00
7.054887113945599708e+01 6.209748971458951416e+01 6.236874704699553185e-01 3.144496333826526380e-01 2.024839365862380305e+02 1.669369357718486269e+00 5.360805849942773982e+00 -1.012934692201469478e+00 1.274224649204963367e+00 1.593459864045241536e+00 3.989793039394668117e+00
7.098853329546246016e+01 6.200633061742464491e+01 6.091383751739223307e-01 3.041588355085836359e-01 2.447970822676144849e+02 1.639390833269531500e+00 4.577189541190160860e+00 -9.700779045461571659e-01 1.968898218823740276e+00 1.293547662834714895e+00 3.983435611431492607e+00
7.151579523036821229e+01 6.152128470274131899e+01 5.856246307277158669e-01 3.437415070444110876e-01 2.117076020581505134e+02 1.627917531142907492e+00 4.500595312928582281e+00 -9.606657937664180302e-01 2.075940755968324059e+00 1.312000228274836644e+00 3.982962010474120795e+00
7.015698135140873148e+01 6.268669732506966596e+01 6.846323164033846220e-01 2.209595907622790845e-01 3.087427964802115525e+02 1.551809181207214117e+00 4.890500533600957489e+00 -9.719090565936931991e-01 1.639578817357322915e+00 1.354161091576542075e+00 3.985612383059894626e+00
7.102760104314572231e+01 6.196761347067828751e+01 7.217507987762120658e-01 2.599114639356516210e-01 2.432269365120726263e+02 1.639805281744036503e+00 4.461454520151638015e+00 -9.425103626254766054e-01 2.093792385344516838e+00 1.427868308796670149e+00 3.982589201740716955e+00
6.829748651766118428e+01 6.443876316865328135e+01 6.536968125742528279e-01 2.860126231075468817e-01 2.521483712309122325e+02 1.583755984404741968e+00 4.975832125714608090e+00 -9.982985956406285055e-01 1.577414492505883503e+00 1.367253628288500611e+00 3.986351658428674227e+00
7.303310576513811725e+01 6.005543469803970424e+01 4.807959398657493111e-01 4.584094279864802668e-01 2.474601203748782439e+02 1.748956527124466476e+00 4.934099643046053529e+00 -1.024032175390783728e+00 1.669819694233570129e+00 1.341456013864401164e+00 3.986085210021579339e+00
7.162943112840810045e+01 6.140380653251131093e+01 7.009679158339873206e-01 3.061507746886306669e-01 2.146755345928803251e+02 1.668754736721358212e+00 4.563782024203054455e+00 -1.009629097367365613e+00 1.999815141510672412e+00 1.343952790021989196e+00 3.983613848833713611e+00
7.097831653723531531e+01 6.192938557139103040e+01 5.522900888210289239e-01 3.293249444680957372e-01 2.529574937684236318e+02 1.561362190890138280e+00 4.491587639596905213e+00 -9.286867311431811212e-01 2.055109691936686467e+00 1.270836080572182336e+00 3.982725619625770541e+00
6.831180605484063051e+01 6.448124500824921768e+01 6.607478774920235720e-01 2.599913560810341862e-01 2.815359439590289981e+02 1.598018365545893271e+00 5.059834854026814099e+00 -9.545232485049791604e-01 1.497205315576413120e+00 1.358156176835973339e+00 3.986994148252986925e+00
7.256785907093420462e+01 5.982846094767049294e+01 5.581178707895930735e-01 2.344370796653433286e-01 2.632964812696946524e+02 1.641819878520369480e+00 4.862484436978019353e+00 -1.002561196981796465e+00 1.693716305890428986e+00 1.767697921261301319e+00 3.985519603642363240e+00
6.877037493399593870e+01 6.401999745709190393e+01 7.050945172066136468e-01 2.952093172696485524e-01 2.130728098073699357e+02 1.643115596718765170e+00 5.417025001340699752e+00 -9.547240642726871895e-01 1.209772998906741392e+00 1.410908497564789865e+00 3.990536466995871834e+00
7.139108476244703638e+01 6.105480104125736318e+01 4.098455291024833413e-01 4.024088962217984844e-01 2.334264793403462193e+02 1.611413276526260763e+00 4.357059246250647000e+00 -9.370874716130582760e-01 2.188514926171480468e+00 1.575058085820534748e+00 3.982205445571249669e+00
6.980696943107837171e+01 6.288644788344127079e+01 6.456287380545963073e-01 2.582954092078734720e-01 2.349086778651559939e+02 1.622293389127405172e+00 5.164483119322916593e+00 -9.978369270475073716e-01 1.442045983953518684e+00 1.523493065878902541e+00 3.987965181175406215e+00
7.200576976217423919e+01 6.100229658473013927e+01 7.015732369058998996e-01 2.096730574122912250e-01 2.330658823096021024e+02 1.555472144672289447e+00 4.554486878341953648e+00 -9.588816330172144076e-01 2.007845852999663450e+00 1.268546005259945764e+00 3.983176817639856537e+00
6.732837108941934900e+01 6.586298085587412743e+01 7.022301888780769774e-01 2.795196528284772941e-01 2.473164011812250180e+02 1.560373123793705963e+00 4.497673502653714017e+00 -9.498988477661446383e-01 2.025311988554461706e+00 1.079350483044665632e+00 3.982797683717077319e+00
7.247284450131948574e+01 6.005500378850133814e+01 4.546901793771052636e-01 3.576631095052679732e-01 2.197291165648025810e+02 1.699638672907392012e+00 5.217603896671677788e+00 -9.861491592397070294e-01 1.392657270131741454e+00 1.631146692437120516e+00 3.988451571651480787e+00
6.764699128448452825e+01 6.533918394095134374e+01 6.798958210976562277e-01 3.035225814828994562e-01 2.240612376675686050e+02 1.603424282938730183e+00 5.065909436943734079e+00 -9.726279702808549033e-01 1.533046978938976457e+00 1.238333864505976045e+00 3.987012424446374048e+00
6.958662781822785348e+01 6.366319224915984165e+01 7.839978045281952301e-01 2.299086555549963717e-01 2.224456127370068828e+02 1.549699970343598521e+00 4.859001810438019930e+00 -9.706879527362910487e-01 1.722485096573061591e+00 1.045494393465670413e+00 3.985351269672814833e+00
6.687645376154480914e+01 6.608157636405890401e+01 7.363269795248563732e-01 2.358733280120393350e-01 2.397529362546363814e+02 1.534622126045804835e+00 4.719632168014234352e+00 -9.422559794290786828e-01 1.854261335616030237e+00 1.209133719734105217e+00 3.984219430215256263e+00
6.989955493424103850e+01 6.305304137648237628e+01 6.795676143455704477e-01 2.751544048818421739e-01 2.520191071276129833e+02 1.611681007391093212e+00 4.706310921787167700e+00 -9.891126804545165019e-01 1.836606276151150130e+00 1.285567291358265640e+00 3.984295629223331137e+00
7.025987577361121339e+01 6.268636167581979635e+01 6.333384125185900215e-01 3.290169703751771868e-01 2.920515568766605270e+02 1.669338293283019192e+00 5.102968062463013155e+00 -9.752234808446539338e-01 1.426975422986570763e+00 1.290616453065873026e+00 3.987452461656918246e+00
7.201786069521899947e+01 6.121409191043004938e+01 6.988325196207234580e-01 3.177895344849545056e-01 2.684385213417616569e+02 1.664110115166250736e+00 4.805514927201192776e+00 -9.768861169366084285e-01 1.755300385660331308e+00 1.178547866486156392e+00 3.984982680607936700e+00
7.029724248412834697e+01 6.288509762140430581e+01 6.024936681686235973e-01 4.229503080204123910e-01 2.340528853250008865e+02 1.690948972725018873e+00 4.813152409443122615e+00 -1.051165084736202848e+00 1.771448843345998281e+00 1.198894761891912797e+00 3.985341776699489191e+00
7.094057098204500278e+01 6.200312537672060387e+01 6.322885973995036046e-01 3.453794023575279537e-01 2.450534828625926593e+02 1.659444284026098115e+00 5.300151753116934650e+00 -9.656507411276440411e-01 1.273978527010589001e+00 1.333413518940999909e+00 3.989265255893294615e+00
6.971268319190998852e+01 6.325679216217449152e+01 6.354065417956540340e-01 2.793539714767708237e-01 2.783783550913164504e+02 1.588187082005138251e+00 4.734704115175376593e+00 -9.929943210877163473e-01 1.782020328026691747e+00 1.259107721311177652e+00 3.984557324233202191e+00
7.135347548498991443e+01 6.138071203273343457e+01 6.022171580499434684e-01 2.756675349183318469e-01 1.887965682264094482e+02 1.620296577085874157e+00 5.419806119149355617e+00 -9.835837108782727878e-01 1.228053342976960005e+00 1.464110081563142929e+00 3.990508680464567082e+00
6.974309038756969414e+01 6.349319290247660774e+01 6.999815351360674232e-01 2.921182212117194865e-01 2.286732459568208924e+02 1.542882519580441425e+00 4.509666857013161945e+00 -9.888589957564021260e-01 2.034569757185520356e+00 9.516745884967555691e-01 3.983279804676133296e+00
7.155935344324328184e+01 6.117017068382364187e+01 5.016514651943480008e-01 3.781422958376312038e-01 2.454299627655398410e+02 1.712789025182566816e+00 5.328643740433181897e+00 -9.680957935344230991e-01 1.282730111089084080e+00 1.519864527496752826e+00 3.989473415993973759e+00
7.052418955226504238e+01 6.221233339152080077e+01 6.573696762913144864e-01 2.799706901212843935e-01 2.455943574216571221e+02 1.704060771910590466e+00 5.259827120630872876e+00 -9.863985886522907975e-01 1.322452448751847198e+00 1.541403071086992149e+00 3.988893056516149560e+00
6.717176572296064307e+01 6.558992974705856227e+01 6.048473224721461206e-01 3.151594445196383432e-01 2.689632873904497501e+02 1.565477040329992686e+00 4.517874379883799030e+00 -9.897272850757892204e-01 1.987691556511964164e+00 1.310887542401204531e+00 3.983286704614191098e+00
6.885558097407391642e+01 6.384612158837292384e+01 6.627036466143226834e-01 2.918062450066142288e-01 2.457160855908668395e+02 1.621177225209343264e+00 4.964456344890233908e+00 -9.961114478741075473e-01 1.614361469910308378e+00 1.469430037099016984e+00 3.986218792031082536e+00
6.913250296943192552e+01 6.374326934879915996e+01 7.114895813984639661e-01 2.414189416056192194e-01 2.609012722263549335e+02 1.603282304004912895e+00 4.974046089830888917e+00 -9.753165616161119100e-01 1.572245030960070400e+00 1.336179142574999590e+00 3.986278145159911190e+00
7.000269879046797428e+01 6.271174293200292027e+01 6.409706054029140621e-01 2.455610672398219896e-01 1.682561331625361447e+02 1.576511081036295003e+00 4.369192741180792261e+00 -9.291776207566062595e-01 2.205024787047996870e+00 1.431315922498027415e+00 3.982159331484717235e+00
7.092511407977390547e+01 6.169739523338110843e+01 5.526818339540888747e-01 3.127981759515862659e-01 2.423403521053928102e+02 1.648997888899683462e+00 5.265937015503308949e+00 -9.547821935965670193e-01 1.334081469568038969e+00 1.542097861953735771e+00 3.989049597827563520e+00
7.016819256694869011e+01 6.251484340865375344e+01 7.340239890633163400e-01 2.323247964943603305e-01 2.458208928617431184e+02 1.612301574769105628e+00 4.888410131532856973e+00 -1.011053531383109716e+00 1.687576417234378567e+00 1.532749673925937861e+00 3.985687351181595783e+00
7.238445287988591303e+01 6.054876728415491982e+01 5.783609214095504214e-01 3.187855791094189040e-01 2.407591036679374383e+02 1.630400782507179125e+00 4.841881218284059152e+00 -9.919001036063851418e-01 1.733356258269658445e+00 1.398507380340670903e+00 3.985258744687065757e+00
7.182618491539176375e+01 6.111384990291250574e+01 6.516489993512927237e-01 2.890114547105557818e-01 3.021457803555846340e+02 1.598133090104629339e+00 4.863114781648462781e+00 -9.654845194086117965e-01 1.623706301825661447e+00 1.310215932689815510e+00 3.985338056053387756e+00
7.141105796753930690e+01 6.195198901545929715e+01 6.260153159153863944e-01 3.024256469729157959e-01 2.437686376729785991e+02 1.590011165670281557e+00 4.712940273403614100e+00 -1.009550711638729670e+00 1.837331094341848825e+00 9.788811149182091720e-01 3.984429635872523523e+00
7.033728667093991760e+01 6.263043769515029169e+01 7.199136884041223983e-01 2.467510677506661032e-01 2.562987625026839282e+02 1.570953657708695772e+00 4.800213796543197020e+00 -9.960942614315611010e-01 1.751147986784982402e+00 1.324468061347024994e+00 3.984983247465515799e+00
7.102760104314572231e+01 6.196761347067828751e+01 7.217507987762120658e-01 2.599114639356516210e-01 2.432269365120726263e+02 1.639805281744036503e+00 4.461454520151638015e+00 -9.425103626254766054e-01 2.093792385344516838e+00 1.427868308796670149e+00 3.982589201740716955e+00
7.007092127804544646e+01 6.269333976442265310e+01 6.857414976866118561e-01 2.304432451702637663e-01 2.656145832947869394e+02 1.537077345170512421e+00 4.940920199609383445e+00 -9.890546712396421913e-01 1.605080380597527112e+00 1.408428479942844147e+00 3.986039047282177172e+00
7.257156469205743576e+01 6.040795670132403217e+01 6.141702390857499694e-01 3.141104286447199412e-01 2.179206093837385083e+02 1.663629362799134537e+00 5.399822335021979391e+00 -9.457296159099894961e-01 1.221581201388831195e+00 1.327992473930323714e+00 3.990339092783369512e+00
7.024021061925172660e+01 6.289452941657421547e+01 7.807615666939600185e-01 2.143355247664504026e-01 2.511202202173012950e+02 1.602841078147819953e+00 5.205243023545950365e+00 -9.645721066957473333e-01 1.350395029490123910e+00 1.197303206393727226e+00 3.988290469747411748e+00
6.819482798629779552e+01 6.443807904261927888e+01 6.425795044355264718e-01 2.828717404926523460e-01 2.567469720215736402e+02 1.573276046238201831e+00 4.540571299619692525e+00 -9.518446425148293644e-01 2.001264957752692641e+00 1.486415606703487713e+00 3.983124549125147684e+00
7.132949401971595194e+01 6.184742392281381740e+01 6.695016555929177438e-01 2.848719972920568111e-01 2.798385103120188546e+02 1.658601485116924623e+00 4.989884768651303482e+00 -1.006845543021028355e+00 1.516915355405181076e+00 1.155754989665439325e+00 3.986532754519903410e+00
7.086875375096506957e+01 6.213322081686972354e+01 6.444416759548685647e-01 2.800540662459821140e-01 2.760390599287748614e+02 1.688739155458547803e+00 4.718832728315817349e+00 -1.018284216230885608e+00 1.784397559319994997e+00 1.311144775928418049e+00 3.984520845809366385e+00
7.073029576237838967e+01 6.231086096114810147e+01 6.193751247230901980e-01 3.123008161851847930e-01 1.887411302782574296e+02 1.612284506553484542e+00 5.372416401982850864e+00 -9.811568687125247212e-01 1.283488292221168781e+00 1.237471345999011874e+00 3.989886976601488833e+00
6.883492110795559427e+01 6.377375155213756130e+01 5.663367064038068444e-01 3.126568250902689305e-01 2.824377787789066474e+02 1.551834173822706164e+00 5.105583020437476804e+00 -9.772013045298588718e-01 1.431500763124311071e+00 1.497930182684870326e+00 3.987395305770101928e+00
7.054040447585113327e+01 6.228455125636128997e+01 6.141323026844514033e-01 3.115161834895122661e-01 2.609148500999930320e+02 1.648361507156552275e+00 4.769315588631442004e+00 -9.634021086261573830e-01 1.785233265497873534e+00 1.444580409821359046e+00 3.984580151893809319e+00
6.989383866194869199e+01 6.302393863750112502e+01 6.599413865802384871e-01 2.641541653884376673e-01 2.801607258973517673e+02 1.559364613202093741e+00 5.276057936806543225e+00 -9.596899900089995716e-01 1.264541306013259314e+00 1.225707475956054671e+00 3.989178892906118268e+00
6.913703836587400531e+01 6.394890801393185598e+01 6.947208842987844246e-01 2.328315283153853388e-01 2.441789421606981421e+02 1.579389257158490878e+00 4.810424779845690502e+00 -1.010214225888153239e+00 1.768284120514355795e+00 1.176920933449206785e+00 3.985093340239942883e+00
7.085076974628991309e+01 6.193134338203868339e+01 5.029132177886663779e-01 3.215563063012183420e-01 2.148138997540758623e+02 1.639742808111623429e+00 5.470632006930371105e+00 -9.457064717570493606e-01 1.123515090062944033e+00 1.377382675055902839e+00 3.991117334235201763e+00
7.078532041462165125e+01 6.255759181283811188e+01 7.513268151417964447e-01 2.932991550474801090e-01 2.894727202623380435e+02 1.618028650125439061e+00 4.807739156268427294e+00 -9.847988472272626304e-01 1.684546550092278494e+00 1.018433830644779770e+00 3.985019359222926827e+00
7.007092127804544646e+01 6.269333976442265310e+01 6.857414976866118561e-01 2.304432451702637663e-01 2.656145832947869394e+02 1.537077345170512421e+00 4.940920199609383445e+00 -9.890546712396421913e-01 1.605080380597527112e+00 1.408428479942844147e+00 3.986039047282177172e+00
7.222418011057617093e+01 6.067697475363648607e+01 6.560128222648896612e-01 2.782145282013315790e-01 2.526455302847853943e+02 1.651123405654784326e+00 4.925651461408846465e+00 -9.994375064921822149e-01 1.628094416020682944e+00 1.405311678296436995e+00 3.985990717239683345e+00
7.173931188583107144e+01 6.124693955512078247e+01 6.898631377699595557e-01 2.992293198986826219e-01 2.357350135310810515e+02 1.626736805989172030e+00 4.461100016351974951e+00 -9.800685791728733776e-01 2.080488815706969863e+00 1.373763488103809882e+00 3.982863666833527105e+00
7.095278360904681847e+01 6.209737018357456151e+01 6.329515268741140455e-01 3.057212474748057240e-01 2.291467108712627407e+02 1.566874540892246648e+00 4.671208458098808691e+00 -9.351325005076310815e-01 1.921022024638679992e+00 1.158127877017647744e+00 3.983839000697608324e+00
7.158319107114323288e+01 6.133566875802595320e+01 7.184972498163089139e-01 2.860396041863049743e-01 1.859674205517609096e+02 1.613979929553834847e+00 4.317938987535386630e+00 -8.737042576350252387e-01 2.270686753043902772e+00 1.410411491990111177e+00 3.981591419203668991e+00
6.947754641864793257e+01 6.326523395796577631e+01 8.061872382029637851e-01 2.377692774247778529e-01 3.336860540294900943e+02 1.610373328900792433e+00 4.666535929868707910e+00 -9.646851239055564964e-01 1.843617967577739103e+00 1.507374004264306011e+00 3.983878138111221823e+00
